report_month,ticker,revenue_ttm_bn_vnd,net_income_ttm_bn_vnd,eps_ttm_vnd,roe_pct,gross_margin_pct,debt_to_equity,current_ratio,cash_ratio,inventory_ratio_pct,receivable_days,interest_coverage,operating_cashflow_bn_vnd,pre_sales_bn_vnd,backlog_bn_vnd,legal_issue_flag,bond_pressure_flag,project_handover_score,macro_sentiment_idx,mortgage_rate_pct,financing_access_idx,policy_support_idx
2023-05-31 0:00:00,MHF,5959.1,762.2,641,2.7,20.2,1.23,1.64,0.41,38.0,73.7,5.08,775.0,4327.7,7587.8,1,0,68.7,47.9,9.64,48.8,48.4
2023-06-30 0:00:00,MHF,6188.8,518.3,436,1.9,17.3,1.27,1.34,0.52,37.7,72.7,3.95,332.0,5115.0,8981.6,0,0,69.8,46.8,9.55,46.1,53.5
2023-07-31 0:00:00,MHF,6312.8,676.8,569,2.4,18.5,1.34,1.53,0.4,31.9,66.7,4.29,711.7,4250.9,10998.0,0,0,67.1,48.5,9.49,48.1,52.6
2023-08-31 0:00:00,MHF,6258.8,574.0,482,2.1,18.9,1.36,1.59,0.34,37.1,73.3,5.35,197.2,5490.0,8824.6,0,0,72.0,47.6,9.46,45.8,56.3
2023-09-30 0:00:00,MHF,6447.7,928.3,780,3.3,19.6,1.3,1.76,0.44,38.8,52.4,4.53,387.0,5504.0,8093.7,0,0,62.7,52.2,8.97,54.3,55.0
2023-10-31 0:00:00,MHF,6356.3,647.5,544,2.3,18.8,1.42,1.47,0.37,39.0,69.0,4.44,475.4,4334.6,6599.7,0,0,79.0,52.0,8.88,50.2,49.0
2023-11-30 0:00:00,MHF,6130.5,518.1,435,1.9,15.6,1.36,1.59,0.38,37.2,71.3,5.06,407.7,4098.9,10978.1,0,0,62.6,51.4,8.84,51.9,45.4
2023-12-31 0:00:00,MHF,6291.0,730.4,614,2.6,20.7,1.16,1.54,0.46,39.4,80.5,6.35,630.4,5153.3,14287.1,0,0,72.0,53.0,8.61,53.7,53.7
2024-01-31 0:00:00,MHF,6383.3,931.3,783,3.4,19.1,1.22,1.77,0.42,40.0,60.5,5.98,407.7,5379.0,8094.4,0,0,81.5,54.4,8.81,53.3,53.8
2024-02-29 0:00:00,MHF,6312.9,985.8,828,3.6,19.7,1.18,1.4,0.44,34.0,70.3,6.24,1046.9,5008.9,7851.4,0,0,65.7,56.2,8.84,54.6,47.2
2024-03-31 0:00:00,MHF,6456.9,1004.2,844,3.6,19.7,1.31,1.48,0.31,39.3,47.0,3.46,1004.0,4958.3,6566.5,0,0,70.6,53.6,8.91,54.6,63.8
2024-04-30 0:00:00,MHF,6618.4,599.5,504,2.2,18.8,1.09,1.52,0.47,31.1,54.3,5.34,437.9,5149.9,6771.1,0,0,62.7,53.9,8.89,56.1,63.5
2024-05-31 0:00:00,MHF,6902.4,912.8,767,3.3,22.2,1.08,1.45,0.47,41.7,78.2,7.04,916.4,6354.3,13933.5,0,1,73.4,62.7,8.85,56.2,59.0
2024-06-30 0:00:00,MHF,6831.5,1054.0,886,3.8,19.8,1.17,1.59,0.39,36.7,58.9,3.03,1084.0,5293.8,14860.8,0,0,82.0,57.5,8.7,57.0,60.0
2024-07-31 0:00:00,MHF,7279.8,1261.6,1060,4.5,23.2,0.95,1.63,0.41,42.2,55.8,8.55,597.4,5260.6,15220.8,1,0,58.6,62.1,8.59,62.3,62.5
2024-08-31 0:00:00,MHF,7035.4,1043.0,876,3.8,21.3,1.15,1.65,0.47,40.3,55.3,6.51,552.3,6835.2,19766.9,0,0,80.1,63.5,8.59,60.1,58.4
2024-09-30 0:00:00,MHF,7479.9,792.4,666,2.9,18.5,1.2,1.7,0.5,34.8,37.1,5.47,736.2,5503.0,13237.1,0,0,81.8,58.3,8.55,60.6,62.2
2024-10-31 0:00:00,MHF,7438.3,858.1,721,3.1,21.0,1.21,1.65,0.32,36.6,63.6,6.15,789.1,6634.7,16210.2,0,0,85.5,58.0,8.31,56.2,53.2
2024-11-30 0:00:00,MHF,6918.5,881.3,741,3.2,21.2,1.1,1.36,0.48,31.2,67.8,5.17,713.6,6493.9,14065.5,0,0,73.5,61.7,8.51,59.5,50.7
2024-12-31 0:00:00,MHF,6774.5,936.4,787,3.4,19.3,1.18,1.6,0.48,37.6,48.5,5.69,853.2,5749.6,9196.4,0,0,75.3,61.7,8.33,64.1,54.7
2025-01-31 0:00:00,MHF,6997.9,920.2,773,3.3,22.1,1.16,1.71,0.54,37.2,58.9,7.19,562.6,5697.0,13879.7,0,0,75.8,62.2,8.24,61.8,64.8
2025-02-28 0:00:00,MHF,7211.0,856.9,720,3.1,19.0,1.23,1.62,0.45,33.9,42.1,6.36,587.6,6189.1,16171.6,0,0,69.5,63.6,8.13,62.6,58.0
2025-03-31 0:00:00,MHF,7259.5,1286.6,1081,4.6,23.7,1.08,1.77,0.51,34.8,48.2,8.48,1123.8,5235.0,12979.1,0,0,74.0,65.5,7.99,62.1,62.9
2025-04-30 0:00:00,MHF,7353.7,1019.7,857,3.7,18.0,1.27,1.63,0.4,41.4,62.0,4.3,883.8,6715.4,14659.1,0,0,73.1,62.8,8.1,60.6,56.6
2025-05-31 0:00:00,MHF,7468.4,1091.1,917,3.9,20.2,1.17,1.6,0.45,41.9,61.9,6.07,976.9,5381.2,15313.6,0,0,81.3,63.7,8.01,62.6,56.2
2025-06-30 0:00:00,MHF,7882.2,1549.0,1302,5.6,23.8,1.15,1.4,0.37,32.1,58.6,6.69,842.0,7176.9,15011.3,0,0,71.5,66.2,8.01,61.2,58.9
2025-07-31 0:00:00,MHF,8160.1,1132.2,951,4.1,21.3,1.15,1.57,0.56,39.0,61.6,6.05,666.1,7426.2,14896.4,0,0,73.3,67.8,8.13,62.1,64.5
2025-08-31 0:00:00,MHF,8034.0,1136.3,955,4.1,19.4,1.18,1.5,0.49,37.1,63.0,5.27,833.9,6096.4,10407.7,0,0,63.6,61.2,8.1,66.3,62.7
2025-09-30 0:00:00,MHF,7864.9,1032.4,868,3.7,22.7,1.17,1.49,0.45,39.1,48.9,6.9,808.0,5747.9,16516.7,1,0,75.4,65.9,8.14,64.6,52.0
2025-10-31 0:00:00,MHF,8152.4,1083.6,911,3.9,20.2,1.25,1.46,0.46,33.5,76.3,4.07,903.0,5812.5,14313.3,0,0,72.1,62.8,8.12,62.0,68.6
2025-11-30 0:00:00,MHF,7523.1,1157.3,972,4.2,21.3,1.22,1.53,0.46,39.3,64.2,7.12,672.6,6635.9,10300.5,0,0,76.0,65.9,7.95,61.2,48.3
2025-12-31 0:00:00,MHF,7834.0,1146.4,963,4.1,22.8,1.29,1.44,0.41,29.6,66.1,6.77,464.5,7482.0,13427.2,0,0,66.4,66.4,8.08,63.0,67.4
2021-01-31 0:00:00,MKV,4169.3,511.8,190,1.7,18.5,0.76,1.66,0.52,40.4,49.2,8.12,390.8,4354.4,9413.6,0,0,55.7,63.2,8.7,60.1,50.3
2021-02-28 0:00:00,MKV,4145.1,558.7,207,1.8,19.0,0.8,1.58,0.54,40.2,56.4,8.07,547.4,3350.5,9916.2,0,0,78.9,63.9,8.79,63.2,53.8
2021-03-31 0:00:00,MKV,4202.1,681.7,253,2.2,20.8,0.71,1.55,0.45,46.3,51.9,11.14,295.9,3597.0,8401.8,0,0,74.7,68.5,8.85,57.0,45.0
2021-04-30 0:00:00,MKV,4265.1,566.3,210,1.9,19.5,0.84,1.73,0.47,38.8,69.6,7.88,294.7,3691.2,9572.4,0,0,70.9,70.5,8.89,56.4,48.3
2021-05-31 0:00:00,MKV,4262.3,578.4,215,1.9,18.4,0.78,1.93,0.49,44.1,59.4,7.77,511.0,3655.0,4871.2,0,0,69.3,63.1,8.9,63.6,46.6
2021-06-30 0:00:00,MKV,4419.4,485.7,180,1.6,19.8,0.66,1.94,0.5,45.2,52.5,11.69,488.1,3492.6,5836.0,0,0,73.6,62.8,8.87,63.1,59.2
2021-07-31 0:00:00,MKV,4401.8,317.0,118,1.0,14.5,0.84,1.59,0.55,44.1,58.9,5.58,163.8,3224.7,7393.4,1,0,63.5,58.1,8.82,62.8,42.6
2021-08-31 0:00:00,MKV,4265.5,425.0,158,1.4,17.6,0.73,1.72,0.47,43.3,62.3,8.3,159.7,3718.8,5404.8,0,0,75.3,58.3,8.74,60.5,47.2
2021-09-30 0:00:00,MKV,4144.8,267.9,99,0.9,15.9,0.76,1.83,0.54,40.9,64.2,7.2,123.3,3254.9,9440.0,0,0,73.1,55.0,8.64,58.9,51.1
2021-10-31 0:00:00,MKV,4141.9,310.7,115,1.0,15.1,0.86,1.6,0.5,46.0,67.4,6.66,150.2,3414.7,9001.2,0,0,80.3,57.9,8.54,62.6,42.1
2021-11-30 0:00:00,MKV,4062.2,266.2,99,0.9,15.7,0.98,1.48,0.47,42.5,60.5,5.13,170.0,3159.1,9191.7,0,0,73.9,58.3,8.45,63.5,40.6
2021-12-31 0:00:00,MKV,4200.5,417.1,155,1.4,18.3,0.88,1.58,0.48,46.2,60.3,6.72,312.4,3070.6,6272.9,0,0,76.8,59.9,8.37,63.8,51.4
2022-01-31 0:00:00,MKV,4091.7,425.5,158,1.4,15.7,1.01,1.78,0.53,41.4,60.0,5.51,162.0,3294.1,8420.6,0,0,83.1,56.0,9.39,57.2,53.3
2022-02-28 0:00:00,MKV,3975.8,469.4,174,1.5,19.1,1.12,1.45,0.49,43.7,59.8,6.01,392.2,3229.6,9561.4,0,0,74.0,60.8,9.33,52.8,52.1
2022-03-31 0:00:00,MKV,4163.0,427.5,159,1.4,14.5,0.88,1.58,0.47,43.9,63.8,5.38,330.4,2872.1,5814.6,0,0,76.4,54.1,9.45,51.0,61.5
2022-04-30 0:00:00,MKV,4174.5,335.5,124,1.1,14.0,0.8,1.69,0.48,41.5,51.4,4.26,103.2,3700.8,7480.1,0,1,79.8,52.8,9.58,54.7,49.5
2022-05-31 0:00:00,MKV,4067.4,339.6,126,1.1,16.9,0.81,1.65,0.48,43.9,45.1,6.23,231.5,3277.1,5585.3,0,0,72.3,50.4,9.86,48.0,51.8
2022-06-30 0:00:00,MKV,4070.0,497.7,185,1.6,17.4,0.8,1.56,0.52,39.1,63.9,5.26,306.2,2900.0,6421.7,0,0,69.2,54.8,10.0,49.1,47.5
2022-07-31 0:00:00,MKV,3934.0,397.1,147,1.3,16.5,1.08,1.49,0.45,44.1,70.3,4.05,324.7,3073.8,6645.5,0,0,63.7,48.0,10.07,47.9,54.6
2022-08-31 0:00:00,MKV,3880.1,292.7,109,1.0,14.8,0.84,1.51,0.55,44.1,71.8,6.61,264.3,2767.4,8147.9,1,1,68.3,43.7,10.34,46.7,51.9
2022-09-30 0:00:00,MKV,3782.7,372.8,138,1.2,13.9,0.88,1.56,0.4,40.5,65.6,6.07,183.0,2756.4,4348.7,0,0,66.7,44.2,10.53,49.5,54.8
2022-10-31 0:00:00,MKV,3746.8,396.7,147,1.3,14.6,0.86,1.57,0.47,42.2,68.7,5.62,398.1,3148.7,5597.1,0,0,74.6,42.2,10.63,46.2,42.0
2022-11-30 0:00:00,MKV,3816.0,272.2,101,0.9,13.6,0.82,1.55,0.49,42.0,61.1,5.01,110.5,2456.2,7467.4,0,0,65.6,44.9,10.74,45.4,50.9
2022-12-31 0:00:00,MKV,3792.7,404.5,150,1.3,16.7,0.9,1.61,0.36,42.1,58.4,6.21,429.0,2473.7,5200.3,0,0,69.9,44.7,11.0,45.9,35.7
2023-01-31 0:00:00,MKV,3676.5,171.1,63,0.6,14.1,1.06,1.56,0.44,44.0,58.9,3.73,78.1,2642.4,7615.5,0,0,77.7,43.3,10.48,39.5,50.5
2023-02-28 0:00:00,MKV,3793.2,395.1,147,1.3,14.6,0.94,1.6,0.38,50.2,63.4,6.03,206.3,2662.7,4873.9,0,0,71.0,47.4,10.21,44.5,45.4
2023-03-31 0:00:00,MKV,4018.8,218.2,81,0.7,14.9,0.8,1.61,0.53,46.6,65.8,8.04,24.8,3185.1,4566.3,0,0,67.5,43.8,10.29,43.6,52.3
2023-04-30 0:00:00,MKV,3877.4,262.0,97,0.9,14.3,1.09,1.6,0.5,44.0,64.0,5.23,182.4,3453.1,10159.4,0,0,75.3,41.8,10.15,46.8,49.1
2023-05-31 0:00:00,MKV,3949.3,469.6,174,1.5,16.5,0.9,1.61,0.51,42.7,47.9,5.82,204.5,2421.1,4011.8,0,0,75.2,47.9,9.64,48.8,48.4
2023-06-30 0:00:00,MKV,4072.6,215.0,80,0.7,14.8,0.99,1.56,0.5,43.4,49.8,5.07,92.7,2442.9,6744.6,0,0,77.1,46.8,9.55,46.1,53.5
2023-07-31 0:00:00,MKV,4099.3,376.3,140,1.2,15.7,1.02,1.37,0.45,41.8,53.3,4.95,173.5,3214.7,4988.8,0,0,69.4,48.5,9.49,48.1,52.6
2023-08-31 0:00:00,MKV,3967.1,353.9,131,1.2,16.5,1.06,1.69,0.51,38.0,67.8,6.18,216.0,3375.0,4820.7,0,0,83.3,47.6,9.46,45.8,56.3
2023-09-30 0:00:00,MKV,3977.1,247.6,92,0.8,16.1,0.9,1.63,0.43,41.7,64.3,6.7,53.4,3471.5,5688.0,0,0,68.7,52.2,8.97,54.3,55.0
2023-10-31 0:00:00,MKV,4023.1,239.5,89,0.8,15.0,0.85,1.46,0.4,42.8,62.5,6.45,138.3,3724.5,6942.7,0,0,77.9,52.0,8.88,50.2,49.0
2023-11-30 0:00:00,MKV,3914.2,225.5,84,0.7,14.6,1.01,1.48,0.43,41.9,67.2,5.19,52.9,3024.3,4182.6,0,0,78.7,51.4,8.84,51.9,45.4
2023-12-31 0:00:00,MKV,3951.0,392.0,145,1.3,17.2,0.99,1.65,0.42,49.6,49.9,5.89,179.0,2982.4,6117.5,1,0,79.4,53.0,8.61,53.7,53.7
2024-01-31 0:00:00,MKV,3804.9,504.0,187,1.7,17.6,0.78,1.63,0.46,41.3,56.2,6.13,449.9,3005.5,8648.6,0,0,72.6,54.4,8.81,53.3,53.8
2024-02-29 0:00:00,MKV,3974.7,415.1,154,1.4,14.5,0.87,1.49,0.45,37.3,61.5,6.95,317.3,3245.0,8298.2,1,0,65.6,56.2,8.84,54.6,47.2
2024-03-31 0:00:00,MKV,3996.8,250.0,93,0.8,15.8,0.81,1.66,0.49,44.9,52.9,5.61,124.4,2956.7,5520.3,0,0,78.9,53.6,8.91,54.6,63.8
2024-04-30 0:00:00,MKV,4209.3,457.5,170,1.5,15.8,0.84,1.55,0.44,39.0,60.0,6.45,244.0,3792.1,6988.4,0,0,78.2,53.9,8.89,56.1,63.5
2024-05-31 0:00:00,MKV,4561.0,593.6,220,2.0,17.2,0.71,1.69,0.36,35.9,55.3,9.12,363.6,4513.2,13478.1,0,0,76.0,62.7,8.85,56.2,59.0
2024-06-30 0:00:00,MKV,4562.0,485.3,180,1.6,17.1,0.68,1.42,0.51,43.8,71.9,7.27,117.6,3929.7,10038.2,1,0,65.8,57.5,8.7,57.0,60.0
2024-07-31 0:00:00,MKV,4496.6,587.7,218,1.9,18.7,0.82,1.81,0.44,40.5,66.7,6.09,327.6,3707.5,8043.2,0,0,76.4,62.1,8.59,62.3,62.5
2024-08-31 0:00:00,MKV,4571.4,732.1,272,2.4,20.7,0.83,1.68,0.51,39.8,60.9,7.62,349.6,4175.4,5575.7,1,0,58.7,63.5,8.59,60.1,58.4
2024-09-30 0:00:00,MKV,4356.3,606.9,225,2.0,18.1,0.93,1.76,0.45,45.7,62.4,7.24,506.1,3462.3,7913.1,0,0,66.7,58.3,8.55,60.6,62.2
2024-10-31 0:00:00,MKV,4290.6,329.2,122,1.1,16.5,0.78,1.43,0.59,43.0,65.3,7.78,141.9,3669.8,7980.7,0,0,67.1,58.0,8.31,56.2,53.2
2024-11-30 0:00:00,MKV,4577.2,553.1,205,1.8,20.9,0.96,1.62,0.49,42.0,56.9,7.88,592.2,3607.6,5446.0,0,0,68.7,61.7,8.51,59.5,50.7
2024-12-31 0:00:00,MKV,4504.7,427.4,159,1.4,16.7,0.77,1.75,0.55,37.3,41.3,6.81,457.0,4239.6,6870.9,0,0,68.1,61.7,8.33,64.1,54.7
2025-01-31 0:00:00,MKV,4386.6,482.3,179,1.6,18.8,0.78,1.43,0.5,44.2,67.2,7.55,266.7,3440.4,7738.7,0,0,75.9,62.2,8.24,61.8,64.8
2025-02-28 0:00:00,MKV,4571.3,451.8,168,1.5,19.0,0.67,1.68,0.5,46.6,56.8,10.07,345.7,4102.4,6278.4,0,0,67.3,63.6,8.13,62.6,58.0
2025-03-31 0:00:00,MKV,4632.5,686.4,255,2.3,18.9,0.8,1.6,0.5,44.2,67.4,7.67,400.5,3775.3,8726.1,1,0,60.8,65.5,7.99,62.1,62.9
2025-04-30 0:00:00,MKV,4722.5,405.7,151,1.3,18.5,0.86,1.42,0.48,42.5,60.0,5.84,277.0,3831.2,7212.8,1,0,76.8,62.8,8.1,60.6,56.6
2025-05-31 0:00:00,MKV,4813.4,719.6,267,2.4,19.5,0.85,1.91,0.53,40.4,58.3,8.0,610.8,4281.5,7495.4,0,0,83.3,63.7,8.01,62.6,56.2
2025-06-30 0:00:00,MKV,4774.9,727.1,270,2.4,20.2,0.84,1.5,0.53,48.5,54.7,9.23,446.0,3696.5,9849.5,1,0,82.1,66.2,8.01,61.2,58.9
2025-07-31 0:00:00,MKV,4828.4,752.0,279,2.5,22.1,0.79,1.74,0.52,41.4,56.2,10.74,390.8,4389.7,8435.2,0,0,66.0,67.8,8.13,62.1,64.5
2025-08-31 0:00:00,MKV,4571.5,487.7,181,1.6,17.2,0.69,1.4,0.46,44.7,55.1,7.53,487.6,3972.5,7844.7,0,0,70.3,61.2,8.1,66.3,62.7
2025-09-30 0:00:00,MKV,4605.2,629.6,234,2.1,20.1,0.71,1.63,0.55,39.2,52.5,8.29,298.5,4042.9,11182.5,0,0,71.1,65.9,8.14,64.6,52.0
2025-10-31 0:00:00,MKV,4305.8,481.0,178,1.6,19.4,0.68,1.69,0.51,40.1,56.3,8.83,278.5,3888.1,12003.9,0,0,76.4,62.8,8.12,62.0,68.6
2025-11-30 0:00:00,MKV,4159.1,455.1,169,1.5,19.9,0.83,1.53,0.49,36.6,51.1,9.1,381.5,3004.9,6784.1,0,0,69.0,65.9,7.95,61.2,48.3
2025-12-31 0:00:00,MKV,4381.2,573.3,213,1.9,18.8,0.84,1.61,0.57,42.4,54.1,7.1,552.7,3546.4,8733.8,0,0,73.0,66.4,8.08,63.0,67.4
2021-01-31 0:00:00,MPA,5665.6,473.0,200,1.0,14.0,1.07,1.54,0.36,32.4,67.4,4.57,208.1,1851.4,3355.1,0,0,69.9,63.2,8.7,60.1,50.3
2021-02-28 0:00:00,MPA,5718.0,389.4,165,0.8,13.8,1.08,1.67,0.51,35.9,79.0,4.61,110.7,1866.1,5277.8,0,0,75.5,63.9,8.79,63.2,53.8
2021-03-31 0:00:00,MPA,5816.4,539.2,228,1.1,14.6,0.96,1.43,0.42,37.0,75.6,5.17,290.0,2044.1,6171.0,0,0,71.5,68.5,8.85,57.0,45.0
2021-04-30 0:00:00,MPA,5803.6,456.5,193,0.9,14.8,0.92,1.62,0.47,28.5,72.7,5.49,292.2,1688.9,3154.8,0,0,78.0,70.5,8.89,56.4,48.3
2021-05-31 0:00:00,MPA,5645.0,452.7,192,0.9,12.9,0.93,1.57,0.47,36.9,56.5,3.85,274.8,1852.2,2653.0,1,0,81.6,63.1,8.9,63.6,46.6
2021-06-30 0:00:00,MPA,5784.6,363.5,154,0.8,11.4,0.99,1.49,0.41,28.0,81.5,3.17,214.5,1834.4,3605.4,1,0,75.9,62.8,8.87,63.1,59.2
2021-07-31 0:00:00,MPA,5804.0,186.2,79,0.4,11.5,1.01,1.51,0.41,31.4,74.0,3.87,29.2,2044.2,4630.8,0,0,80.1,58.1,8.82,62.8,42.6
2021-08-31 0:00:00,MPA,5780.6,369.1,156,0.8,10.8,0.92,1.58,0.43,33.2,78.1,4.35,185.9,1605.7,2492.2,0,0,78.9,58.3,8.74,60.5,47.2
2021-09-30 0:00:00,MPA,5824.8,121.4,51,0.3,9.4,1.08,1.43,0.37,37.1,90.6,2.71,68.6,1836.6,5243.3,0,0,72.1,55.0,8.64,58.9,51.1
2021-10-31 0:00:00,MPA,5921.4,534.7,227,1.1,13.4,0.88,1.48,0.46,41.4,71.6,4.08,422.8,1896.9,4941.7,0,0,68.1,57.9,8.54,62.6,42.1
2021-11-30 0:00:00,MPA,5921.2,176.4,75,0.4,12.9,1.09,1.5,0.43,33.9,68.9,5.03,36.4,1734.1,4849.2,0,0,72.6,58.3,8.45,63.5,40.6
2021-12-31 0:00:00,MPA,5982.2,606.7,257,1.3,14.3,0.85,1.68,0.51,29.5,74.0,6.34,601.8,2004.6,3370.3,0,0,73.5,59.9,8.37,63.8,51.4
2022-01-31 0:00:00,MPA,6060.7,241.6,102,0.5,9.6,0.9,1.29,0.48,36.1,84.8,3.02,168.3,1801.9,5058.8,0,0,75.2,56.0,9.39,57.2,53.3
2022-02-28 0:00:00,MPA,5937.6,304.2,129,0.6,13.2,1.01,1.66,0.48,31.3,78.8,3.77,219.1,1508.9,4616.2,0,0,74.5,60.8,9.33,52.8,52.1
2022-03-31 0:00:00,MPA,5718.9,363.4,154,0.8,11.1,1.08,1.43,0.46,29.4,73.3,3.41,148.4,1772.6,3862.8,0,0,73.0,54.1,9.45,51.0,61.5
2022-04-30 0:00:00,MPA,5580.5,99.6,42,0.2,9.7,1.18,1.63,0.45,28.4,87.0,2.58,27.1,1511.2,4086.1,0,0,74.6,52.8,9.58,54.7,49.5
2022-05-31 0:00:00,MPA,5254.8,331.4,140,0.7,11.4,1.31,1.69,0.48,29.3,73.5,2.8,153.3,1317.8,2949.3,0,0,75.4,50.4,9.86,48.0,51.8
2022-06-30 0:00:00,MPA,5343.6,294.7,125,0.6,13.1,1.12,1.55,0.41,32.3,69.0,4.23,208.8,1484.4,4200.0,0,0,67.0,54.8,10.0,49.1,47.5
2022-07-31 0:00:00,MPA,5192.8,297.7,126,0.6,11.8,1.24,1.42,0.37,36.7,90.6,4.09,144.8,1434.0,3695.9,0,0,74.8,48.0,10.07,47.9,54.6
2022-08-31 0:00:00,MPA,5069.8,327.5,139,0.7,10.9,1.2,1.67,0.39,29.0,87.6,4.12,230.2,1562.9,3052.5,0,0,76.9,43.7,10.34,46.7,51.9
2022-09-30 0:00:00,MPA,4991.9,190.4,81,0.4,8.0,1.23,1.54,0.42,30.8,62.3,1.74,106.9,1268.2,1959.6,0,0,65.8,44.2,10.53,49.5,54.8
2022-10-31 0:00:00,MPA,4875.6,37.0,16,0.1,8.8,1.1,1.42,0.37,36.9,90.0,2.47,-42.5,1283.0,3619.4,0,0,72.3,42.2,10.63,46.2,42.0
2022-11-30 0:00:00,MPA,5017.9,330.8,140,0.7,10.9,1.31,1.39,0.37,35.9,81.9,2.3,203.0,1463.8,4239.8,0,0,79.6,44.9,10.74,45.4,50.9
2022-12-31 0:00:00,MPA,5161.3,228.1,97,0.5,9.1,1.21,1.35,0.44,36.5,83.8,3.43,155.9,1442.0,3158.0,0,0,70.1,44.7,11.0,45.9,35.7
2023-01-31 0:00:00,MPA,5226.6,22.8,10,0.0,8.0,1.22,1.59,0.44,26.0,84.1,2.08,-51.2,1484.8,4052.0,0,0,69.0,43.3,10.48,39.5,50.5
2023-02-28 0:00:00,MPA,5295.5,226.5,96,0.5,12.8,1.03,1.58,0.48,33.9,79.6,3.66,30.6,1446.7,4034.5,0,0,74.2,47.4,10.21,44.5,45.4
2023-03-31 0:00:00,MPA,5148.0,196.9,83,0.4,8.0,1.11,1.65,0.36,37.5,89.1,1.87,0.3,1101.9,2935.5,0,0,72.9,43.8,10.29,43.6,52.3
2023-04-30 0:00:00,MPA,5065.4,127.0,54,0.3,11.5,1.28,1.41,0.44,38.1,62.8,3.07,-9.5,1266.2,3300.1,0,0,74.0,41.8,10.15,46.8,49.1
2023-05-31 0:00:00,MPA,5154.6,136.4,58,0.3,10.0,1.2,1.55,0.45,38.3,73.7,2.25,32.5,1528.0,3615.5,0,0,65.4,47.9,9.64,48.8,48.4
2023-06-30 0:00:00,MPA,5175.6,137.6,58,0.3,9.4,1.12,1.52,0.4,28.8,95.4,2.36,54.7,1706.0,3110.9,0,1,86.9,46.8,9.55,46.1,53.5
2023-07-31 0:00:00,MPA,5205.5,-31.5,-13,-0.1,8.9,1.13,1.61,0.41,40.5,90.1,3.3,-84.6,1561.0,3825.6,0,0,78.5,48.5,9.49,48.1,52.6
2023-08-31 0:00:00,MPA,5253.7,134.1,57,0.3,9.2,1.07,1.41,0.5,38.5,80.0,3.27,31.9,1443.0,2480.8,0,0,75.7,47.6,9.46,45.8,56.3
2023-09-30 0:00:00,MPA,5362.4,225.3,95,0.5,11.3,1.24,1.47,0.36,33.7,73.8,3.62,181.7,1664.5,4627.0,0,0,75.9,52.2,8.97,54.3,55.0
2023-10-31 0:00:00,MPA,5227.8,130.8,55,0.3,12.3,1.16,1.72,0.35,29.8,101.8,4.35,37.7,1519.1,4398.7,0,0,69.0,52.0,8.88,50.2,49.0
2023-11-30 0:00:00,MPA,5554.1,73.1,31,0.2,10.4,1.14,1.59,0.38,33.6,76.2,2.88,-16.4,1651.5,3094.3,0,0,74.1,51.4,8.84,51.9,45.4
2023-12-31 0:00:00,MPA,5632.1,121.6,52,0.3,11.7,1.11,1.51,0.47,31.8,85.5,2.23,13.0,1744.2,4269.5,0,0,74.1,53.0,8.61,53.7,53.7
2024-01-31 0:00:00,MPA,5679.6,134.2,57,0.3,12.1,1.14,1.71,0.43,36.1,77.4,3.45,39.0,1857.4,3596.0,0,0,75.5,54.4,8.81,53.3,53.8
2024-02-29 0:00:00,MPA,5604.9,217.9,92,0.5,11.1,1.05,1.55,0.42,34.5,75.9,4.29,4.3,1422.2,3949.2,0,0,68.2,56.2,8.84,54.6,47.2
2024-03-31 0:00:00,MPA,5728.0,310.2,131,0.6,9.9,0.91,1.77,0.36,36.9,89.3,2.91,229.9,1907.3,3845.5,0,0,79.6,53.6,8.91,54.6,63.8
2024-04-30 0:00:00,MPA,5770.2,41.0,17,0.1,9.9,0.97,1.47,0.53,35.7,70.5,3.29,-34.3,1620.0,3458.1,0,0,75.4,53.9,8.89,56.1,63.5
2024-05-31 0:00:00,MPA,5997.7,274.1,116,0.6,14.5,0.95,1.43,0.48,31.3,96.9,6.05,126.3,1891.2,3642.8,0,0,65.4,62.7,8.85,56.2,59.0
2024-06-30 0:00:00,MPA,5782.6,325.7,138,0.7,12.5,1.09,1.7,0.43,31.7,61.5,2.22,252.6,1680.1,3035.9,0,0,82.7,57.5,8.7,57.0,60.0
2024-07-31 0:00:00,MPA,5849.2,424.6,180,0.9,14.6,1.07,1.64,0.47,30.5,70.0,3.53,152.8,1994.2,5285.6,0,0,79.9,62.1,8.59,62.3,62.5
2024-08-31 0:00:00,MPA,5644.5,377.8,160,0.8,13.5,0.97,1.35,0.52,31.4,90.5,6.24,226.1,1652.3,4721.9,0,0,58.1,63.5,8.59,60.1,58.4
2024-09-30 0:00:00,MPA,5820.1,264.6,112,0.5,12.1,0.98,1.61,0.42,37.2,67.3,3.91,79.5,2105.7,3933.3,0,0,62.9,58.3,8.55,60.6,62.2
2024-10-31 0:00:00,MPA,6239.2,336.5,143,0.7,12.8,1.13,1.73,0.44,40.3,77.5,4.17,159.7,1766.6,3895.7,0,0,74.7,58.0,8.31,56.2,53.2
2024-11-30 0:00:00,MPA,6446.2,585.8,248,1.2,13.4,0.9,1.44,0.5,41.5,71.2,5.57,208.9,2425.8,5266.4,0,0,76.5,61.7,8.51,59.5,50.7
2024-12-31 0:00:00,MPA,6003.7,446.9,189,0.9,13.3,0.91,1.5,0.49,35.2,67.7,5.98,389.2,1839.1,4662.2,0,0,80.3,61.7,8.33,64.1,54.7
